finding_id,resource_id,misconfiguration_type,severity,cvss_score,detected_at,status,remediation_guidance,compliance_controls
find-5345a37f24,res-e7f1cf49e9,OUTDATED_TLS,High,7.2,2026-03-20T15:01:58Z,RESOLVED,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-bd61b41a5a,res-e7f1cf49e9,UNROTATED_KEYS,High,7.2,2026-02-26T15:01:58Z,ACKNOWLEDGED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-a97f31d84f,res-355c3d5096,PUBLIC_ACCESS_ENABLED,Critical,9.2,2026-02-28T15:01:58Z,OPEN,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-220e11b355,res-355c3d5096,MFA_NOT_ENFORCED,High,7.0,2026-02-22T15:01:58Z,OPEN,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-7068319ace,res-355c3d5096,LOGGING_DISABLED,Medium,5.6,2026-03-19T15:01:58Z,OPEN,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-84eeb9722e,res-355c3d5096,OVERPRIVILEGED_IAM_ROLE,High,7.8,2026-02-24T15:01:58Z,OPEN,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-461bb9be4c,res-355c3d5096,MISSING_RESOURCE_TAGS,Low,2.4,2026-03-03T15:01:58Z,OPEN,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-650e82097b,res-938e55f151,ENCRYPTION_DISABLED,High,7.8,2026-02-20T15:01:58Z,OPEN,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-45097c636c,res-938e55f151,UNROTATED_KEYS,High,7.7,2026-02-26T15:01:58Z,ACKNOWLEDGED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-6ab53b7e9e,res-f93518575b,ENCRYPTION_DISABLED,High,7.3,2026-02-27T15:01:58Z,OPEN,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-a1761abdda,res-f93518575b,LOGGING_DISABLED,Medium,5.4,2026-03-13T15:01:58Z,OPEN,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-a3a608791e,res-f93518575b,OPEN_SSH_PORT,Critical,8.9,2026-03-07T15:01:58Z,RESOLVED,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-1593df8941,res-f93518575b,OPEN_RDP_PORT,Critical,8.9,2026-02-28T15:01:58Z,ACKNOWLEDGED,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-9fba0fa108,res-f93518575b,NO_BACKUP_POLICY,Medium,5.2,2026-02-28T15:01:58Z,OPEN,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-509c372036,res-f93518575b,OUTDATED_TLS,High,7.1,2026-03-12T15:01:58Z,RESOLVED,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-c34be15944,res-f93518575b,UNROTATED_KEYS,High,7.2,2026-03-15T15:01:58Z,RESOLVED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-2f0288e087,res-4422b36199,MFA_NOT_ENFORCED,High,7.5,2026-03-15T15:01:58Z,RESOLVED,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-77ac5b3eba,res-4422b36199,LOGGING_DISABLED,Medium,5.6,2026-03-11T15:01:58Z,OPEN,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-4c5c78190b,res-4422b36199,OVERPRIVILEGED_IAM_ROLE,High,8.0,2026-02-26T15:01:58Z,OPEN,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-0c8d63e261,res-4422b36199,NO_BACKUP_POLICY,Medium,4.9,2026-03-18T15:01:58Z,OPEN,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-95d8439cdc,res-4422b36199,UNROTATED_KEYS,High,7.2,2026-03-07T15:01:58Z,ACKNOWLEDGED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-9059200acc,res-cc6a663d69,OUTDATED_TLS,High,7.0,2026-02-24T15:01:58Z,ACKNOWLEDGED,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-73493c6b36,res-cc6a663d69,MISSING_RESOURCE_TAGS,Low,2.3,2026-03-15T15:01:58Z,OPEN,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-dda6645900,res-dfdc9719b5,LOGGING_DISABLED,Medium,5.2,2026-02-28T15:01:58Z,OPEN,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-c38f3d3d83,res-dfdc9719b5,OPEN_SSH_PORT,Critical,8.8,2026-03-09T15:01:58Z,OPEN,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-8a8851e073,res-dfdc9719b5,OVERPRIVILEGED_IAM_ROLE,High,7.9,2026-03-20T15:01:58Z,RESOLVED,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-a73d973017,res-dfdc9719b5,CROSS_ACCOUNT_ACCESS,High,7.8,2026-02-26T15:01:58Z,RESOLVED,Review cross-account trust policies; remove unauthorized external account access.,SOC2-CC6.6|NIST-AC-4
find-e47373c50b,res-8a970b9de2,ENCRYPTION_DISABLED,High,7.2,2026-02-25T15:01:58Z,OPEN,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-9cc399f5a7,res-8a970b9de2,OPEN_SSH_PORT,Critical,9.1,2026-02-25T15:01:58Z,OPEN,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-f3c76f1c14,res-8a970b9de2,OVERPRIVILEGED_IAM_ROLE,High,8.1,2026-03-18T15:01:58Z,RESOLVED,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-09357f238b,res-777b4eac0c,MFA_NOT_ENFORCED,High,7.2,2026-03-08T15:01:58Z,OPEN,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-677b3e2fa7,res-777b4eac0c,LOGGING_DISABLED,Medium,5.6,2026-03-05T15:01:58Z,ACKNOWLEDGED,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-d3d6fb8bdb,res-777b4eac0c,OPEN_RDP_PORT,Critical,9.0,2026-03-16T15:01:58Z,OPEN,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-30c2ae2609,res-777b4eac0c,OVERPRIVILEGED_IAM_ROLE,High,7.6,2026-02-24T15:01:58Z,OPEN,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-48f87a79ce,res-777b4eac0c,MISSING_RESOURCE_TAGS,Low,2.2,2026-02-25T15:01:58Z,OPEN,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-29e3bee9f2,res-d5b669f9c8,OPEN_RDP_PORT,Critical,8.7,2026-02-23T15:01:58Z,OPEN,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-05e7be5bdf,res-d5b669f9c8,OUTDATED_TLS,High,7.1,2026-03-14T15:01:58Z,RESOLVED,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-a8d3b2fca7,res-d5b669f9c8,MISSING_RESOURCE_TAGS,Low,2.6,2026-03-01T15:01:58Z,OPEN,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-60c9bc67a3,res-d5b669f9c8,UNROTATED_KEYS,High,7.5,2026-03-12T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-5ce86d5a6c,res-8b8ffe3b1e,OPEN_SSH_PORT,Critical,9.2,2026-02-19T15:01:58Z,ACKNOWLEDGED,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-a3255a2e88,res-8b8ffe3b1e,MISSING_RESOURCE_TAGS,Low,2.6,2026-03-21T15:01:58Z,OPEN,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-8ff81854ac,res-d1c7394082,PUBLIC_ACCESS_ENABLED,Critical,9.3,2026-03-09T15:01:58Z,ACKNOWLEDGED,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-490f15e3d8,res-d1c7394082,MFA_NOT_ENFORCED,High,7.1,2026-03-17T15:01:58Z,ACKNOWLEDGED,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-8c9a360de3,res-d1c7394082,NO_BACKUP_POLICY,Medium,5.3,2026-03-02T15:01:58Z,OPEN,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-17f933cb3b,res-d1c7394082,OUTDATED_TLS,High,6.7,2026-03-05T15:01:58Z,OPEN,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-c4180fef5b,res-ed6954835e,OPEN_RDP_PORT,Critical,8.9,2026-03-18T15:01:58Z,ACKNOWLEDGED,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-e6384072f7,res-ed6954835e,DEFAULT_ADMIN_CREDENTIALS,Critical,9.5,2026-03-09T15:01:58Z,OPEN,Rotate all default credentials immediately; enforce strong password policy.,CIS-4.2|NIST-IA-5|PCI-DSS-2.1
find-183a06ff46,res-ed6954835e,CROSS_ACCOUNT_ACCESS,High,7.6,2026-03-21T15:01:58Z,OPEN,Review cross-account trust policies; remove unauthorized external account access.,SOC2-CC6.6|NIST-AC-4
find-fd6b937ad9,res-ed6954835e,UNROTATED_KEYS,High,7.5,2026-03-08T15:01:58Z,ACKNOWLEDGED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-723cae1819,res-8e93953ee6,MFA_NOT_ENFORCED,High,7.0,2026-03-16T15:01:58Z,RESOLVED,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-947f5cd8f4,res-8e93953ee6,LOGGING_DISABLED,Medium,5.7,2026-03-05T15:01:58Z,ACKNOWLEDGED,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-d9f0992f36,res-8e93953ee6,OVERPRIVILEGED_IAM_ROLE,High,7.6,2026-03-13T15:01:58Z,OPEN,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-a1abffb9cb,res-8e93953ee6,OUTDATED_TLS,High,6.9,2026-03-19T15:01:58Z,OPEN,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-7a1cecdeb8,res-9ecc8c3895,ENCRYPTION_DISABLED,High,7.4,2026-02-26T15:01:58Z,OPEN,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-0b7402d144,res-9ecc8c3895,OVERPRIVILEGED_IAM_ROLE,High,8.0,2026-03-05T15:01:58Z,OPEN,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-62a847c3c7,res-9ecc8c3895,NO_BACKUP_POLICY,Medium,5.1,2026-03-20T15:01:58Z,RESOLVED,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-35b84aa840,res-9ecc8c3895,OUTDATED_TLS,High,7.2,2026-02-25T15:01:58Z,ACKNOWLEDGED,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-fd72c4fcf2,res-9ecc8c3895,MISSING_RESOURCE_TAGS,Low,2.7,2026-02-20T15:01:58Z,OPEN,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-6e763d807e,res-9ecc8c3895,UNROTATED_KEYS,High,7.3,2026-02-24T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-08ebd25f67,res-07bfab7864,MFA_NOT_ENFORCED,High,7.3,2026-03-18T15:01:58Z,OPEN,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-a8368c9c2d,res-07bfab7864,LOGGING_DISABLED,Medium,5.2,2026-02-25T15:01:58Z,OPEN,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-a9fa76eff3,res-07bfab7864,OPEN_SSH_PORT,Critical,9.2,2026-02-19T15:01:58Z,RESOLVED,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-c8655b3e59,res-07bfab7864,NO_BACKUP_POLICY,Medium,4.9,2026-03-05T15:01:58Z,RESOLVED,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-e976f8f636,res-07bfab7864,UNROTATED_KEYS,High,7.6,2026-03-09T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-425cd0bf1a,res-54dbf724ce,PUBLIC_ACCESS_ENABLED,Critical,9.3,2026-02-22T15:01:58Z,OPEN,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-dfe4ba0c0e,res-54dbf724ce,MFA_NOT_ENFORCED,High,7.4,2026-02-28T15:01:58Z,OPEN,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-6d2f6cd976,res-54dbf724ce,UNROTATED_KEYS,High,7.4,2026-02-26T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-342bcd4b5a,res-5faf3cfc5a,MFA_NOT_ENFORCED,High,7.0,2026-02-25T15:01:58Z,RESOLVED,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-66679dddaa,res-5faf3cfc5a,MISSING_RESOURCE_TAGS,Low,2.3,2026-03-10T15:01:58Z,RESOLVED,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-c56d752b40,res-5faf3cfc5a,CROSS_ACCOUNT_ACCESS,High,7.3,2026-03-04T15:01:58Z,OPEN,Review cross-account trust policies; remove unauthorized external account access.,SOC2-CC6.6|NIST-AC-4
find-7988547401,res-5faf3cfc5a,UNROTATED_KEYS,High,7.2,2026-03-06T15:01:58Z,ACKNOWLEDGED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-f78cf1abad,res-a6fbe0b91f,PUBLIC_ACCESS_ENABLED,Critical,9.2,2026-02-25T15:01:58Z,OPEN,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-9cf74ea872,res-a6fbe0b91f,ENCRYPTION_DISABLED,High,7.5,2026-03-02T15:01:58Z,RESOLVED,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-5e7f14e0fa,res-a6fbe0b91f,NO_BACKUP_POLICY,Medium,4.9,2026-03-13T15:01:58Z,OPEN,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-f5e2cc1c69,res-a6fbe0b91f,UNROTATED_KEYS,High,7.3,2026-03-18T15:01:58Z,RESOLVED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-a42c9bb8c7,res-0693881731,PUBLIC_ACCESS_ENABLED,Critical,8.9,2026-03-21T15:01:58Z,RESOLVED,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-0ca75fc1c7,res-0693881731,MFA_NOT_ENFORCED,High,7.4,2026-02-25T15:01:58Z,RESOLVED,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-d051c40c46,res-0693881731,LOGGING_DISABLED,Medium,5.2,2026-03-06T15:01:58Z,OPEN,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-7feb862ebf,res-0693881731,OPEN_SSH_PORT,Critical,9.2,2026-02-26T15:01:58Z,RESOLVED,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-5d801f3c11,res-0693881731,OUTDATED_TLS,High,7.2,2026-03-20T15:01:58Z,OPEN,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-085cea0f69,res-137824f6dd,PUBLIC_ACCESS_ENABLED,Critical,8.9,2026-03-02T15:01:58Z,ACKNOWLEDGED,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-dfb4d2ce41,res-137824f6dd,ENCRYPTION_DISABLED,High,7.6,2026-02-28T15:01:58Z,OPEN,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-4ce4ddb816,res-137824f6dd,MFA_NOT_ENFORCED,High,7.1,2026-03-21T15:01:58Z,ACKNOWLEDGED,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-c551b4c076,res-137824f6dd,OPEN_SSH_PORT,Critical,9.1,2026-03-10T15:01:58Z,OPEN,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-dca0ead5f3,res-137824f6dd,OPEN_RDP_PORT,Critical,9.1,2026-03-19T15:01:58Z,ACKNOWLEDGED,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-017c52d734,res-137824f6dd,OUTDATED_TLS,High,7.2,2026-03-16T15:01:58Z,OPEN,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-a579051207,res-e2ffad8b74,NO_BACKUP_POLICY,Medium,5.4,2026-03-07T15:01:58Z,ACKNOWLEDGED,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-0052860dfc,res-e2ffad8b74,OUTDATED_TLS,High,7.3,2026-03-16T15:01:58Z,ACKNOWLEDGED,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-f538061e02,res-705884010b,PUBLIC_ACCESS_ENABLED,Critical,9.0,2026-03-03T15:01:58Z,ACKNOWLEDGED,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-3a7c118697,res-705884010b,LOGGING_DISABLED,Medium,5.5,2026-02-25T15:01:58Z,ACKNOWLEDGED,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-d52fafcaae,res-705884010b,OPEN_SSH_PORT,Critical,9.1,2026-02-22T15:01:58Z,RESOLVED,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-a484921150,res-705884010b,OVERPRIVILEGED_IAM_ROLE,High,8.0,2026-03-04T15:01:58Z,OPEN,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-87b72e2943,res-705884010b,NO_BACKUP_POLICY,Medium,5.2,2026-02-26T15:01:58Z,ACKNOWLEDGED,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-143257c854,res-705884010b,OUTDATED_TLS,High,7.1,2026-02-22T15:01:58Z,ACKNOWLEDGED,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-edc850f59b,res-a2d4262f33,PUBLIC_ACCESS_ENABLED,Critical,9.1,2026-03-12T15:01:58Z,RESOLVED,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-7fd67d9278,res-a2d4262f33,MISSING_RESOURCE_TAGS,Low,2.3,2026-03-03T15:01:58Z,ACKNOWLEDGED,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-3304610f20,res-a2d4262f33,CROSS_ACCOUNT_ACCESS,High,7.5,2026-03-14T15:01:58Z,RESOLVED,Review cross-account trust policies; remove unauthorized external account access.,SOC2-CC6.6|NIST-AC-4
find-0354379957,res-eaffa50f7d,ENCRYPTION_DISABLED,High,7.3,2026-03-12T15:01:58Z,ACKNOWLEDGED,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-a7d12d502c,res-eaffa50f7d,MFA_NOT_ENFORCED,High,6.9,2026-03-12T15:01:58Z,OPEN,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-4abee58102,res-eaffa50f7d,OPEN_RDP_PORT,Critical,8.8,2026-02-22T15:01:58Z,ACKNOWLEDGED,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-208eb5d9be,res-eaffa50f7d,OVERPRIVILEGED_IAM_ROLE,High,7.6,2026-03-15T15:01:58Z,OPEN,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-246ac48b7a,res-eaffa50f7d,OUTDATED_TLS,High,6.8,2026-02-24T15:01:58Z,RESOLVED,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-1fda8d9d06,res-eaffa50f7d,MISSING_RESOURCE_TAGS,Low,2.7,2026-03-17T15:01:58Z,OPEN,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-950ca9a812,res-eaffa50f7d,UNROTATED_KEYS,High,7.6,2026-03-03T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-4314555cc9,res-e662594bf9,ENCRYPTION_DISABLED,High,7.5,2026-03-08T15:01:58Z,RESOLVED,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-43405d3644,res-e662594bf9,MFA_NOT_ENFORCED,High,7.3,2026-03-04T15:01:58Z,OPEN,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-4315afccae,res-e662594bf9,OUTDATED_TLS,High,7.0,2026-03-18T15:01:58Z,OPEN,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-3e9cf89312,res-e662594bf9,UNROTATED_KEYS,High,7.4,2026-02-21T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-ebb7c5d07a,res-c0e340b3e4,ENCRYPTION_DISABLED,High,7.2,2026-02-26T15:01:58Z,OPEN,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-d3a9e975ab,res-c0e340b3e4,OVERPRIVILEGED_IAM_ROLE,High,7.6,2026-02-26T15:01:58Z,ACKNOWLEDGED,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-96d128429e,res-c0e340b3e4,NO_BACKUP_POLICY,Medium,4.9,2026-03-11T15:01:58Z,ACKNOWLEDGED,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-89614790fb,res-c0e340b3e4,MISSING_RESOURCE_TAGS,Low,2.6,2026-03-10T15:01:58Z,ACKNOWLEDGED,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-28c7e2c1aa,res-c0e340b3e4,CROSS_ACCOUNT_ACCESS,High,7.7,2026-03-05T15:01:58Z,RESOLVED,Review cross-account trust policies; remove unauthorized external account access.,SOC2-CC6.6|NIST-AC-4
